text,label
Качество плохое у продукт!,negative
"не очень, но пользоваться можно — фильм!",neutral
Мне очень понравился курс,positive
"Просто идеально, товар",positive
Ужасный фильм!,negative
"Не очень, но пользоваться можно — ноутбук!",neutral
Крайне недоволен телефон,negative
Никогда больше не куплю продукт,negative
"прекрасный товар, рекомендую!",positive
Мне очень понравился сервис,positive
Могло быть лучше — продукт очень,neutral
"Не впечатлил, но и не разочаровал — заказ",neutral
Мне очень понравился ноутбук,positive
Ужасный приложение!,negative
Обычный курс!,neutral
деньги потрачены зря на продукт!,negative
Порадовал сервис,positive
Отличное качество продукт,positive
Очень хороший магазин,positive
Очень разочарован товар,negative
"Прекрасный заказ, рекомендую",positive
обычный заказ!,neutral
Очень хороший курс,positive
очень хороший сервис,positive
Могло быть лучше — курс,neutral
"Лучший телефон, который я видел!",positive
Очень разочарован товар!,negative
Отличное качество товар!,positive
"Не очень, но пользоваться можно — заказ",neutral
Ужасный курс!,negative
порадовал приложение,positive
"Есть минусы, но в целом нормально — товар",neutral
Отличное качество продукт,positive
Ужасный магазин,negative
"Лучший сервис, который я видел очень",positive
Никогда больше не куплю курс!,negative
"Разочарование, а не сервис",negative
"не впечатлил, но и не разочаровал — товар",neutral
Отличный выбор — заказ,positive
"Скорее нормально, чем хорошо — продукт!",neutral
Деньги потрачены зря на фильм,negative
"Скорее нормально, чем хорошо — товар!",neutral
"Разочарование, а не продукт!",negative
В целом заказ норм!,neutral
Очень разочарован курс!,negative
"Прекрасный товар, рекомендую",positive
"Не лучший вариант, но сойдет — сервис",neutral
Я очень доволен фильм,positive
Средний телефон,neutral
отличный выбор — курс,positive
"Полный провал, приложение",negative
"Скорее нормально, чем хорошо — продукт!",neutral
Очень плохо работает ноутбук,negative
"Не вау, но нормально — сервис",neutral
"Не очень, но пользоваться можно — приложение",neutral
"Ожидал большего, но пойдет — продукт",neutral
"лучший продукт, который я видел!",positive
Это худший сервис!,negative
Очень хороший магазин очень,positive
Отличный выбор — ноутбук!,positive
Отличный выбор — приложение очень,positive
"Прекрасный сервис, рекомендую",positive
"Лучший телефон, который я видел!",positive
Качество плохое у заказ!,negative
Порадовал курс!,positive
"Просто идеально, продукт! очень",positive
Нормальный товар!,neutral
Мне очень понравился заказ!,positive
"Полный провал, заказ",negative
"Без эмоций, просто фильм!",neutral
"Полный провал, курс",negative
Крайне недоволен курс!,negative
Это худший магазин!,negative
"Нормально, но есть недостатки — телефон",neutral
Крайне недоволен заказ,negative
качество плохое у приложение,negative
очень хороший заказ,positive
"прекрасный магазин, рекомендую!",positive
"Все супер, ноутбук радует!",positive
Я в восторге от заказ,positive
Это худший фильм!,negative
"Не впечатлил, но и не разочаровал — фильм!",neutral
Очень хороший приложение!,positive
Мне очень понравился приложение,positive
"Полный провал, заказ",negative
"Прекрасный ноутбук, рекомендую!",positive
Замечательный заказ,positive
"все супер, ноутбук радует",positive
деньги потрачены зря на продукт,negative
"не очень, но пользоваться можно — ноутбук",neutral
очень хороший курс очень,positive
Очень плохо работает курс!,negative
"Не лучший вариант, но сойдет — продукт",neutral
"Не вау, но нормально — заказ",neutral
"Все супер, фильм радует",positive
пойдет сервис очень,neutral
"Все супер, заказ радует",positive
Никогда больше не куплю приложение,negative
Я очень доволен курс,positive
не рекомендую этот телефон очень,negative
Совсем не понравился ноутбук,negative
средний продукт!,neutral
В целом курс норм,neutral
Отличное качество курс! очень,positive
"лучший товар, который я видел",positive
"Не лучший вариант, но сойдет — телефон",neutral
Никогда больше не куплю товар,negative
"Разочарование, а не приложение",negative
Это худший заказ!,negative
Могло быть лучше — заказ!,neutral
"Как и ожидалось, товар",neutral
Пойдет курс! очень,neutral
Никогда больше не куплю продукт очень,negative
"Не впечатлил, но и не разочаровал — приложение",neutral
"Полный провал, приложение",negative
Очень разочарован товар,negative
Так себе телефон!,neutral
Не рекомендую этот продукт,negative
"Просто идеально, курс",positive
Не рекомендую этот курс,negative
"Все супер, сервис радует",positive
Порадовал ноутбук,positive
Очень плохо работает телефон,negative
Отличное качество курс!,positive
"просто идеально, заказ очень",positive
Отличный выбор — сервис!,positive
"Средне, без восторга — магазин!",neutral
Мне очень понравился магазин,positive
Не рекомендую этот фильм!,negative
Качество плохое у заказ!,negative
"Есть минусы, но в целом нормально — товар",neutral
"Просто идеально, приложение",positive
"Все супер, ноутбук радует!",positive
Очень плохо работает магазин!,negative
"не лучший вариант, но сойдет — сервис!",neutral
Очень хороший сервис очень,positive
"Разочарование, а не ноутбук",negative
Отличный выбор — ноутбук,positive
"Не вау, но нормально — товар",neutral
Качество плохое у ноутбук,negative
Средний приложение,neutral
"Разочарование, а не сервис",negative
"скорее нормально, чем хорошо — заказ!",neutral
"Лучший курс, который я видел",positive
"ожидал большего, но пойдет — магазин",neutral
"Ожидал большего, но пойдет — магазин очень",neutral
Не рекомендую этот фильм,negative
"Лучший приложение, который я видел",positive
Не рекомендую этот ноутбук,negative
"Лучший сервис, который я видел очень",positive
Это худший ноутбук!,negative
В целом товар норм!,neutral
Ужасный заказ,negative
"Лучший ноутбук, который я видел!",positive
Ужасный продукт,negative
"Разочарование, а не ноутбук!",negative
Пойдет товар,neutral
"Просто идеально, телефон",positive
Можно использовать продукт!,neutral
ужасный товар,negative
так себе курс,neutral
"Просто идеально, товар",positive
мне очень понравился курс!,positive
Крайне недоволен магазин,negative
Обычный приложение!,neutral
Ничего особенного в курс,neutral
"Полный провал, сервис",negative
Отличный выбор — товар!,positive
Крайне недоволен магазин,negative
"Прекрасный ноутбук, рекомендую",positive
Замечательный фильм!,positive
Мне очень понравился магазин,positive
"Лучший приложение, который я видел!",positive
"Не плохо, но и не хорошо — ноутбук",neutral
"разочарование, а не продукт",negative
Нормальный заказ,neutral
Я очень доволен магазин,positive
Совсем не понравился приложение,negative
"Есть минусы, но в целом нормально — заказ! очень",neutral
Очень хороший фильм,positive
я в восторге от телефон,positive
Я в восторге от фильм,positive
Очень хороший ноутбук!,positive
Отличный выбор — сервис,positive
Крайне недоволен ноутбук!,negative
"не очень, но пользоваться можно — ноутбук",neutral
"Просто идеально, заказ!",positive
"не очень, но пользоваться можно — фильм",neutral
В целом заказ норм!,neutral
Могло быть лучше — приложение,neutral
"Разочарование, а не курс",negative
Крайне недоволен ноутбук,negative
Замечательный ноутбук очень,positive
Очень хороший приложение,positive
Очень хороший товар,positive
"полный провал, заказ",negative
"Разочарование, а не фильм",negative
"Все супер, курс радует очень",positive
Очень разочарован курс,negative
Крайне недоволен телефон,negative
Мне очень понравился ноутбук очень,positive
"Лучший курс, который я видел",positive
Не рекомендую этот заказ,negative
Очень плохо работает продукт!,negative
Очень хороший телефон очень,positive
Порадовал магазин,positive
Я очень доволен телефон,positive
Очень плохо работает магазин!,negative
Порадовал сервис,positive
Ужасный приложение! очень,negative
Отличное качество товар,positive
Порадовал магазин!,positive
"просто идеально, ноутбук! очень",positive
Очень плохо работает телефон,negative
Ничего особенного в приложение,neutral
совсем не понравился заказ,negative
Совсем не понравился товар,negative
я в восторге от приложение,positive
"Все супер, фильм радует очень",positive
"Просто идеально, ноутбук",positive
Я очень доволен телефон,positive
"Лучший продукт, который я видел!",positive
Совсем не понравился фильм!,negative
Могло быть лучше — приложение,neutral
Это худший магазин!,negative
Я очень доволен курс!,positive
Отличный выбор — ноутбук!,positive
"Лучший магазин, который я видел очень",positive
"Не вау, но нормально — фильм",neutral
Нормальный сервис!,neutral
Я в восторге от ноутбук,positive
Очень разочарован телефон очень,negative
никогда больше не куплю магазин,negative
В целом фильм норм!,neutral
"Просто идеально, курс!",positive
"Ожидал большего, но пойдет — товар",neutral
отличный выбор — товар,positive
Отличный выбор — заказ,positive
Очень плохо работает продукт очень,negative
Деньги потрачены зря на товар,negative
Совсем не понравился заказ,negative
"Есть минусы, но в целом нормально — магазин",neutral
Можно использовать заказ!,neutral
Порадовал сервис!,positive
Совсем не понравился заказ,negative
Никогда больше не куплю продукт!,negative
Деньги потрачены зря на фильм,negative
Можно использовать телефон,neutral
средний фильм!,neutral
Крайне недоволен продукт,negative
это худший товар!,negative
Очень хороший товар,positive
Очень плохо работает товар!,negative
"разочарование, а не ноутбук",negative
отличный выбор — продукт!,positive
Пойдет курс!,neutral
Совсем не понравился товар,negative
"Скорее нормально, чем хорошо — заказ",neutral
"Прекрасный приложение, рекомендую",positive
мне очень понравился товар,positive
"Разочарование, а не телефон",negative
Средний телефон,neutral
очень плохо работает товар,negative
"Есть минусы, но в целом нормально — магазин",neutral
Никогда больше не куплю курс,negative
Никогда больше не куплю сервис!,negative
"полный провал, фильм",negative
"Прекрасный магазин, рекомендую",positive
Крайне недоволен сервис,negative
Никогда больше не куплю курс!,negative
Так себе телефон,neutral
"Не очень, но пользоваться можно — товар!",neutral
"Все супер, заказ радует!",positive
"Все супер, магазин радует!",positive
не рекомендую этот магазин,negative
"просто идеально, товар",positive
качество плохое у заказ,negative
Ужасный фильм! очень,negative
"Не очень, но пользоваться можно — продукт",neutral
Деньги потрачены зря на фильм!,negative
могло быть лучше — фильм,neutral
"средне, без восторга — магазин",neutral
это худший продукт,negative
"Не впечатлил, но и не разочаровал — приложение",neutral
"Ожидал большего, но пойдет — товар",neutral
Качество плохое у продукт!,negative
Я в восторге от телефон,positive
"Все супер, продукт радует",positive
"Не плохо, но и не хорошо — магазин",neutral
"Не вау, но нормально — заказ!",neutral
Обычный продукт,neutral
нормальный ноутбук,neutral
ужасный сервис!,negative
Обычный сервис!,neutral
Не рекомендую этот телефон,negative
"Полный провал, курс!",negative
Я в восторге от заказ!,positive
Очень плохо работает сервис,negative
"Не лучший вариант, но сойдет — продукт",neutral
Очень хороший продукт,positive
замечательный ноутбук,positive
Не рекомендую этот сервис,negative
Могло быть лучше — магазин,neutral
Совсем не понравился заказ,negative
"Все супер, заказ радует",positive
Могло быть лучше — приложение,neutral
Очень хороший курс!,positive
Можно использовать приложение,neutral
"прекрасный приложение, рекомендую",positive
Ничего особенного в телефон,neutral
мне очень понравился телефон,positive
Очень плохо работает приложение,negative
"Разочарование, а не курс",negative
Никогда больше не куплю телефон,negative
Могло быть лучше — товар,neutral
Стандартный заказ,neutral
"Не впечатлил, но и не разочаровал — фильм!",neutral
Я в восторге от магазин!,positive
Можно использовать телефон,neutral
"Лучший курс, который я видел",positive
Деньги потрачены зря на ноутбук,negative
"Лучший заказ, который я видел",positive
Ужасный фильм!,negative
В целом товар норм,neutral
Средний фильм,neutral
Очень разочарован заказ!,negative
Отличное качество фильм!,positive
Отличный выбор — продукт,positive
Очень разочарован сервис!,negative
"Лучший приложение, который я видел",positive
Порадовал продукт,positive
"Нормально, но есть недостатки — продукт",neutral
"Все супер, ноутбук радует",positive
Замечательный заказ,positive
"не лучший вариант, но сойдет — телефон",neutral
"Не очень, но пользоваться можно — курс",neutral
"Все супер, заказ радует!",positive
Я очень доволен фильм!,positive
Очень разочарован ноутбук!,negative
"не впечатлил, но и не разочаровал — продукт",neutral
я очень доволен ноутбук,positive
Я очень доволен продукт,positive
Это худший телефон!,negative
мне очень понравился ноутбук,positive
Не рекомендую этот ноутбук! очень,negative
"Не плохо, но и не хорошо — сервис!",neutral
очень плохо работает магазин,negative
Отличный выбор — телефон,positive
"Не лучший вариант, но сойдет — приложение!",neutral
Могло быть лучше — товар,neutral
Отличное качество фильм,positive
"не лучший вариант, но сойдет — продукт",neutral
В целом заказ норм!,neutral
Средний заказ очень,neutral
Качество плохое у продукт,negative
Очень разочарован телефон!,negative
"Скорее нормально, чем хорошо — товар!",neutral
"Скорее нормально, чем хорошо — приложение",neutral
Никогда больше не куплю курс,negative
"Лучший фильм, который я видел",positive
Мне очень понравился заказ!,positive
"Средне, без восторга — магазин!",neutral
Ужасный ноутбук,negative
Обычный магазин,neutral
Я очень доволен заказ,positive
"Нормально, но есть недостатки — телефон!",neutral
Совсем не понравился товар!,negative
мне очень понравился заказ,positive
деньги потрачены зря на ноутбук,negative
В целом ноутбук норм,neutral
Средний заказ,neutral
Крайне недоволен фильм,negative
"Не очень, но пользоваться можно — телефон",neutral
"ожидал большего, но пойдет — ноутбук",neutral
Совсем не понравился магазин очень,negative
"Все супер, курс радует",positive
никогда больше не куплю приложение,negative
"Полный провал, товар",negative
Деньги потрачены зря на ноутбук!,negative
"Не плохо, но и не хорошо — телефон",neutral
Обычный телефон!,neutral
"Просто идеально, ноутбук очень",positive
Нормальный курс!,neutral
"Не очень, но пользоваться можно — фильм очень",neutral
"не впечатлил, но и не разочаровал — приложение",neutral
Это худший приложение! очень,negative
Совсем не понравился телефон,negative
Очень хороший заказ,positive
Это худший заказ!,negative
Можно использовать продукт,neutral
Порадовал заказ,positive
Совсем не понравился ноутбук,negative
Мне очень понравился ноутбук,positive
Не рекомендую этот товар!,negative
Стандартный продукт,neutral
"средне, без восторга — товар!",neutral
"прекрасный телефон, рекомендую!",positive
"Не лучший вариант, но сойдет — товар",neutral
Это худший ноутбук,negative
"Не плохо, но и не хорошо — продукт",neutral
Это худший фильм!,negative
обычный магазин!,neutral
пойдет телефон,neutral
"Средне, без восторга — фильм",neutral
Порадовал товар!,positive
"Полный провал, фильм",negative
мне очень понравился курс!,positive
совсем не понравился фильм,negative
"не плохо, но и не хорошо — заказ",neutral
Очень хороший телефон,positive
"Нормально, но есть недостатки — продукт",neutral
"Разочарование, а не ноутбук",negative
"Разочарование, а не заказ очень",negative
"лучший заказ, который я видел",positive
"Без эмоций, просто заказ",neutral
Обычный телефон,neutral
Никогда больше не куплю товар!,negative
"Не очень, но пользоваться можно — товар!",neutral
Я в восторге от товар!,positive
Ничего особенного в заказ!,neutral
"Полный провал, товар",negative
Мне очень понравился товар,positive
"Не лучший вариант, но сойдет — приложение",neutral
